distance,is_anomaly
0.7029824304838302,True
0.88372008092828,True
1.1405546936917088,True
0.5846766215235202,False
0.9198615661786992,True
0.6986234367441384,True
0.9678202114277635,True
0.7351259469293872,True
0.7692133961480848,True
0.7859636234936593,True
0.7693262577852557,True
1.2775540448307687,True
1.1104141893984185,True
0.9252975309023103,True
0.8427148348602035,True
0.48274477688628664,False
1.248703070629148,True
0.7650596826802936,True
0.5853113213892818,False
1.0494681824458556,True
1.6429540871275465,True
0.7156987731940733,True
0.5517365680350123,False
0.4611012166064322,False
0.536081692890236,False
0.8932497037570721,True
0.5436492613553235,False
1.0527612598271934,True
1.0193608149608397,True
0.8190496161511486,True
0.37003171725263434,False
1.6608740796520685,True
0.19677345079029854,False
0.9595248439032924,True
0.971921702991995,True
0.7646021761578595,True
1.8066630223568398,True
0.6813535052267519,True
1.0732199906739224,True
0.9094082531563904,True
0.8646748030011874,True
0.6317226994061911,True
0.9648044030173704,True
2.151105827735462,True
2.1513844590195172,True
1.0815041198377497,True
1.0352020973463336,True
0.5960129829571928,False
0.6066760243641761,True
0.8018392026651955,True
0.31841564403942924,False
0.80004382079924,True
1.298047118660682,True
1.1585684121252022,True
0.7884705231531803,True
1.625268677027806,True
0.4777256699958482,False
1.080798839050761,True
0.5784236396381034,False
0.9518281747583617,True
0.9477945750744081,True
0.9093576813136868,True
0.4631552955000365,False
1.2347415416669563,True
0.9853060127233005,True
1.6175884249874253,True
0.8602592717175899,True
2.0888594727055527,True
0.7448787039236848,True
1.2148073439596534,True
0.8689591934116471,True
1.363804779836532,True
0.5288678139096609,False
1.5544284049181862,True
1.5103084476909354,True
1.6392646731402682,True
0.7398427771873561,True
1.3597755079477194,True
0.9544371385412959,True
0.8022231832013261,True
0.8908979920288477,True
0.6443400246031422,True
1.9428093765323144,True
1.023300990976912,True
1.473951966739369,True
0.7842471877890385,True
0.3464778383228335,False
0.8317363746747864,True
1.7813012684505136,True
0.22907547067985365,False
0.26376324384970085,False
1.0000055178930098,True
0.913823871159192,True
0.6062470663621925,True
0.4960571544592045,False
0.354954654534492,False
0.20120650949223046,False
1.6266318745388548,True
1.0100451115660702,True
0.9984231638487959,True
0.9764762339069954,True
1.3174888164325416,True
0.906805524743606,True
1.074832484720913,True
0.77052275389268,True
1.457736347400848,True
1.2364176306527845,True
0.698650496582603,True
0.2418642414089397,False
0.36010699151349856,False
0.9432782260238257,True
0.8690032769385109,True
0.5153608688914931,False
1.1542139236883404,True
0.8947987728991861,True
2.008575872899544,True
1.2736466698657096,True
0.8095898658333518,True
0.5514433651954724,False
0.8399269855401631,True
0.930394107113835,True
0.6393057447071382,True
1.1787926976157024,True
1.1145762324385537,True
0.8176818785775526,True
0.2329969342064827,False
0.6544561744312497,True
0.4920489470264674,False
0.9179954834438704,True
1.4860609726086904,True
1.6577414255469454,True
0.8104990888908342,True
0.919748382375416,True
1.239925364202951,True
0.9503156206729484,True
1.3766052903760924,True
0.6873708721981733,True
0.572840648941426,False
0.7770905499033047,True
1.0209046833219946,True
0.9983779375259912,True
0.38927296730003846,False
0.42707825402374616,False
0.7452301435490285,True
2.2511122851925767,True
0.5632057548500929,False
1.063732023269997,True
0.7247965070451664,True
0.4524364667405359,False
0.7593922289329771,True
